time,open,high,low,close,Volume,vsXa,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close),volume_strength,volume_strength_ma,price_strength,price_strength_ma,price_volume_strength,price_volume_strength_ma
2025-02-08T16:30:00-06:00,2638.86,2644.76,2623.84,2632.62,2615.80094594,0,2638.86,2644.76,2623.84,2632.62,55.879587028606295,59.47571644761241,-5.596931247812807,-4.059243302410028,14.149430684989719,23.77573280675118
2025-02-08T18:00:00-06:00,2633.12,2657.17,2627.02,2650.46,5248.3109739,0,2633.12,2657.17,2627.02,2650.46,68.10822013142959,67.75735337415551,-3.7640343577046087,-3.074297791341635,32.86963975288706,35.66496660624213
2025-02-08T19:30:00-06:00,2650.45,2654.53,2635.92,2640.17,4133.43170826,0,2650.45,2654.53,2635.92,2640.17,61.94139453811866,66.82788130872709,-4.734541300835765,-3.4554639778774607,26.320941186051268,35.60300862539518
2025-02-08T21:00:00-06:00,2639.99,2698.72,2634.76,2667.66,10357.24542313,0,2639.99,2698.72,2634.76,2667.66,69.32775285564368,71.41129537097608,-1.7246958385052493,-1.561890227586487,45.59633851833712,48.756755597429326
2025-02-08T22:30:00-06:00,2667.95,2674.89,2656.94,2661.86,2137.19939446,0,2667.95,2674.89,2656.94,2661.86,68.5440951099628,72.57837477138315,-0.3639979790742012,0.20773179376837803,49.157066782611196,56.62597294564273
2025-02-09T00:00:00-06:00,2661.87,2668.91,2650.26,2663.33,1867.7746711,0,2661.87,2668.91,2650.26,2663.33,68.99296683400709,73.02128912509411,0.5822183812556534,1.6145070222736564,45.30429033710802,56.542410343616865
2025-02-09T01:30:00-06:00,2663.33,2673.76,2661.42,2667.11,1889.53558551,0,2663.33,2673.76,2661.42,2667.11,69.83593026668325,73.39661081245944,1.299779050628231,2.660730295179214,42.00866874708401,53.016073255856135
2025-02-09T03:00:00-06:00,2667.7,2668.11,2652.03,2666.35,1456.81889066,0,2667.7,2668.11,2652.03,2666.35,68.7620481519704,72.36284200142886,1.3089475501079568,2.995744034040702,36.89700910618791,46.54343637161847
2025-02-09T04:30:00-06:00,2666.34,2669.94,2653.39,2655.43,1284.1664301,0,2666.34,2669.94,2653.39,2655.43,62.189927524872964,66.69707895855005,0.15787137977810195,2.1336272049299394,26.65369367338242,35.080628718596344
2025-02-09T06:00:00-06:00,2655.77,2662.34,2643.2,2645.31,2259.18167749,0,2655.77,2662.34,2643.2,2645.31,51.67460748282899,56.04266063001327,-0.8546975328308353,0.809374266980418,12.88543930758174,18.94456706464954
2025-02-09T07:30:00-06:00,2645.39,2645.74,2611.9,2627.88,7417.7874731,0,2645.39,2645.74,2611.9,2627.88,43.95763087661234,45.214116284630514,-2.4841515278002357,-1.159002716854301,-2.4333363144248374,-0.1797834003940153
2025-02-09T09:00:00-06:00,2627.55,2666.77,2626.94,2655.91,3531.93454129,0,2627.55,2666.77,2626.94,2655.91,54.83787754623249,48.09830416210064,0.5337042862212771,0.005750199193077066,12.698271487968995,1.9417306667201224
