time,open,high,low,close,vsXa,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close),volumeStrength,volumeStrengthMa,priceStrength,priceStrengthMa,priceVolumeStrength,priceVolumeStrengthMa
2025-08-13T15:44:00-05:00,4729.18,4733.97,4728.67,4729.13,0,4729.18,4733.97,4728.67,4729.13,55.833150024341734,64.98921798870904,46.17318869672893,49.97247871734127,32.48887084339262,45.18940819018606
2025-08-13T15:46:00-05:00,4729.46,4732.42,4723.99,4725.66,0,4729.46,4732.42,4723.99,4725.66,46.157983955354624,53.97131311358339,41.96264355042746,47.04374482507441,20.537163950906617,33.53055464120852
2025-08-13T15:48:00-05:00,4725.6,4727.22,4720.02,4725.64,0,4725.6,4727.22,4720.02,4725.64,43.90525226371362,46.53299178168608,40.60422329190877,44.24403088134518,17.72448289275801,24.90828904776692
2025-08-13T15:50:00-05:00,4725.64,4729.44,4720.56,4722,0,4725.64,4729.44,4720.56,4722,36.69994628654144,37.45920548910732,38.1984855885338,40.80320664771239,11.083992603251168,15.218260391069506
2025-08-13T15:52:00-05:00,4722.06,4723.89,4718.83,4723.43,0,4722.06,4723.89,4718.83,4723.43,40.23001928985971,35.76500003866125,38.20266795456942,38.93145565409055,13.741408546600788,12.186585442549546
2025-08-13T15:54:00-05:00,4723.87,4724.54,4715.59,4716.33,0,4723.87,4724.54,4715.59,4716.33,30.245474004511337,27.95245818729861,32.998800693374,34.12259679972182,2.459183713145727,2.466370389756479
2025-08-13T15:56:00-05:00,4716.15,4718.58,4715.49,4717.59,0,4716.15,4718.58,4715.49,4717.59,31.640980420585464,25.750077388468082,33.30580066676104,32.06712664569101,3.0390831065372788,-1.477938404934144
2025-08-13T15:58:00-05:00,4717.59,4721.93,4717.12,4719.82,0,4717.59,4721.93,4717.12,4719.82,38.00713364975283,29.93300066397285,35.35339640538437,32.68535177057292,8.998782571828583,1.4260231920724507
2025-08-13T16:00:00-05:00,4720.19,4730,4720.19,4729.25,0,4720.19,4730,4720.19,4729.25,59.44976454604149,48.19114370071965,44.45647708510875,39.800478289885405,31.252439748743125,19.593952137214355
2025-08-13T16:02:00-05:00,4729.24,4732.28,4727.33,4730.46,0,4729.24,4732.28,4727.33,4730.46,68.08623050581407,63.649624951248995,45.89126615132101,44.397479707886895,36.65949684832285,32.63978546628945
2025-08-13T16:04:00-05:00,4730.47,4732.6,4728.05,4730.83,0,4730.47,4732.6,4728.05,4730.83,68.38835267971228,71.40943403740351,46.052088374610506,46.79584473746389,35.98716884529261,38.58279848765897
2025-08-13T16:06:00-05:00,4730.82,4756.15,4729.11,4755.33,0,4730.82,4756.15,4729.11,4755.33,95.37586364402932,94.57757732930054,65.04605878119366,61.75489797061155,67.35327471943354,64.1597530300181
2025-08-13T16:08:00-05:00,4755.32,4764.78,4739.21,4743.64,0,4755.32,4764.78,4739.21,4743.64,69.98596774414382,86.3873855380479,55.92160589614869,61.96898395978578,44.03448659721301,58.723884800271364
2025-08-13T16:10:00-05:00,4743.65,4753.94,4741.41,4748.89,0,4743.65,4753.94,4741.41,4748.89,67.59434068952052,79.86529190250079,59.37278003347514,64.230433424984,42.998203098164424,54.592320977172946
2025-08-13T16:12:00-05:00,4748.74,4758.24,4746.1,4757.63,0,4748.74,4758.24,4746.1,4757.63,69.53446899171863,77.1230161326135,64.9048314417796,68.80301894160355,44.23855090068391,52.51160329955647
2025-08-13T16:14:00-05:00,4757.62,4760.7,4747.19,4757.04,0,4757.62,4760.7,4747.19,4757.04,66.55695130743574,72.72942701339326,63.8245118202898,69.58831918430869,38.900854730678596,46.68266934534498
2025-08-13T16:16:00-05:00,4757.15,4762.53,4755.05,4759.58,1,4757.15,4762.53,4755.05,4759.58,67.54232208437094,70.68310179332526,64.49242716467205,69.84061658573232,37.236488312031085,41.953485177763056
2025-08-13T16:18:00-05:00,4759.57,4774.43,4749.52,4771.63,0,4759.57,4774.43,4749.52,4771.63,74.55719969249634,74.36261132176693,70.55172340864115,73.7763638156622,43.1060717869694,43.45885926851515
2025-08-13T16:20:00-05:00,4771.71,4778,4764.86,4767.35,0,4771.71,4778,4764.86,4767.35,69.06340247656024,71.79067337312402,67.93219814107805,73.15346443342966,36.17977032334361,38.78698544225155
2025-08-13T16:22:00-05:00,4767.59,4771.37,4761.49,4761.7,0,4767.59,4771.37,4761.49,4761.7,57.2234245676603,61.736818677714396,63.92385337929744,69.4054012461256,25.77127741559866,28.822476191728285
2025-08-13T16:24:00-05:00,4761.69,4762.98,4756.65,4757.08,0,4761.69,4762.98,4756.65,4757.08,47.421212022418985,49.714173350260154,59.943727672835855,64.24952981306693,16.171973680353194,17.08170137818369
2025-08-13T16:26:00-05:00,4757.26,4765.12,4756.48,4759.09,0,4757.26,4765.12,4756.48,4759.09,45.796195687698834,42.89791927895586,60.8931793125367,62.135626745809596,14.353111262829756,10.37964590698224
